timestamp,vehicle_id,speed,throttle,brake,steering_angle,battery_soc,battery_voltage,battery_current,battery_temperature,motor_temperature,motor_rpm,motor_torque,cabin_temperature,ac_power,charging_status,latitude,longitude,driving_profile
2024-01-01 00:00:05.100,EV-0001,51.49,15.81,0.0,0.0,99.96,400.4,49.02,25.14,49.6,4336.0,58.97,26.75,2.66,3,31.231004,121.47426,economy
2024-01-01 00:00:05.200,EV-0001,51.58,16.61,0.0,0.0,99.86,398.97,47.78,25.15,46.38,4339.0,27.85,27.35,2.05,3,31.230947,121.474413,economy
2024-01-01 00:00:05.300,EV-0001,51.66,21.2,0.0,0.0,99.48,402.56,67.99,25.37,47.79,4137.0,49.63,27.25,1.05,3,31.230796,121.474244,economy
2024-01-01 00:00:05.400,EV-0001,51.71,15.7,0.0,-0.35,99.85,403.03,33.11,24.85,46.03,4227.0,108.99,27.47,1.79,3,31.231102,121.474284,economy
2024-01-01 00:00:05.500,EV-0001,51.78,19.67,0.0,0.0,99.42,402.55,66.05,25.4,47.56,4277.0,64.58,28.09,1.73,3,31.231044,121.474299,economy
2024-01-01 00:00:05.600,EV-0001,51.85,19.63,0.0,0.0,100.0,399.65,44.38,25.88,48.96,4226.0,61.7,27.29,0.97,3,31.230854,121.47437,economy
2024-01-01 00:00:05.700,EV-0001,54.4,25.48,0.0,0.0,99.89,401.31,64.49,25.25,52.18,4564.0,120.58,27.17,2.52,3,31.231042,121.474491,economy
2024-01-01 00:00:05.800,EV-0001,54.47,16.05,0.0,0.0,99.95,399.64,51.57,24.32,48.38,4588.0,72.57,26.89,1.51,3,31.23098,121.474415,economy
2024-01-01 00:00:05.900,EV-0001,54.5,20.26,0.0,0.0,99.03,398.9,77.85,25.64,46.4,4547.0,105.22,27.11,1.0,3,31.231031,121.474515,economy
2024-01-01 00:00:06.000,EV-0001,54.51,12.57,0.0,0.0,100.0,398.88,79.27,24.87,48.39,4339.0,64.92,26.2,3.13,3,31.230959,121.474275,economy
2024-01-01 00:00:06.100,EV-0001,54.48,19.95,0.0,0.0,100.0,400.49,63.63,24.78,50.47,4425.0,77.51,26.47,1.61,3,31.231176,121.474427,economy
2024-01-01 00:00:06.200,EV-0001,54.52,15.87,0.0,-6.69,99.07,402.42,86.92,25.06,49.0,4571.0,58.88,27.47,2.45,3,31.231084,121.474577,economy
2024-01-01 00:00:06.300,EV-0001,54.57,20.13,0.0,0.0,99.35,403.28,34.62,25.05,48.04,4389.0,91.81,27.63,1.62,3,31.230985,121.474214,economy
2024-01-01 00:00:06.400,EV-0001,54.57,20.28,0.0,0.0,99.2,399.5,68.54,25.06,47.64,4600.0,116.75,27.18,1.55,3,31.23094,121.47444,economy
2024-01-01 00:00:06.500,EV-0001,54.66,19.92,0.0,0.0,100.0,401.85,50.01,25.36,48.11,4595.0,93.31,27.73,2.31,3,31.231182,121.4745,economy
2024-01-01 00:00:06.600,EV-0001,56.52,18.52,0.0,0.0,99.35,398.71,71.99,24.54,54.66,4772.0,96.67,27.16,2.29,3,31.231064,121.474504,economy
2024-01-01 00:00:06.700,EV-0001,56.54,14.93,0.0,-2.57,98.84,400.22,81.03,23.25,51.32,4622.0,28.48,27.19,2.59,3,31.231248,121.474487,economy
2024-01-01 00:00:06.800,EV-0001,56.58,20.4,0.0,0.0,99.76,402.83,87.79,25.43,48.94,4646.0,88.08,26.44,2.81,3,31.231075,121.474593,economy
2024-01-01 00:00:06.900,EV-0001,56.5,14.53,0.0,0.0,99.82,397.32,88.02,23.46,47.7,4681.0,16.22,27.16,1.35,3,31.231213,121.474678,economy
2024-01-01 00:00:07.000,EV-0001,56.54,20.54,0.0,0.0,100.0,400.76,69.42,24.7,48.51,4750.0,75.62,27.34,2.67,3,31.231031,121.474613,economy
2024-01-01 00:00:07.100,EV-0001,56.56,16.23,0.0,0.0,99.66,401.66,60.75,22.93,48.72,5007.0,47.5,26.87,2.29,3,31.231174,121.47449,economy
2024-01-01 00:00:07.200,EV-0001,56.63,19.64,0.0,0.0,99.19,399.9,63.48,26.04,49.43,4750.0,69.58,27.46,2.12,3,31.231165,121.474628,economy
2024-01-01 00:00:07.300,EV-0001,56.61,15.69,0.0,0.0,99.79,399.77,85.53,25.36,48.45,4861.0,74.05,26.54,2.37,3,31.231037,121.474636,economy
2024-01-01 00:00:07.400,EV-0001,56.65,21.87,0.0,0.0,99.51,399.41,49.63,23.77,53.33,4557.0,69.78,26.63,1.76,3,31.23111,121.474752,economy
2024-01-01 00:00:07.500,EV-0001,56.7,11.25,0.0,0.0,99.29,394.65,54.45,23.91,42.35,4572.0,73.91,28.59,1.95,3,31.231223,121.474659,economy
2024-01-01 00:00:07.600,EV-0001,56.75,17.24,0.0,0.0,99.82,398.4,56.35,24.15,47.18,4631.0,88.38,26.49,2.27,3,31.2312,121.474513,economy
2024-01-01 00:00:07.700,EV-0001,56.8,17.6,0.0,0.0,99.54,399.98,59.2,25.21,48.43,4640.0,98.35,27.18,2.11,3,31.231176,121.474636,economy
2024-01-01 00:00:07.800,EV-0001,56.84,17.15,0.0,0.0,99.82,397.1,97.89,24.74,47.02,4812.0,83.54,27.89,1.48,3,31.231124,121.474569,economy
2024-01-01 00:00:07.900,EV-0001,56.87,24.67,0.0,0.0,98.99,400.76,47.14,26.33,51.98,4901.0,67.94,28.24,1.52,3,31.231021,121.474568,economy
2024-01-01 00:00:08.000,EV-0001,56.94,20.93,0.0,0.0,100.0,401.14,62.73,23.9,49.58,4674.0,71.99,27.15,2.45,3,31.231203,121.474683,economy
2024-01-01 00:00:08.100,EV-0001,56.92,19.39,0.0,0.0,100.0,402.46,77.55,25.69,52.83,4938.0,72.35,27.6,2.63,3,31.231142,121.474726,economy
2024-01-01 00:00:08.200,EV-0001,56.92,15.26,0.0,0.0,99.64,398.35,82.26,24.5,49.3,4603.0,62.5,27.61,1.96,3,31.231343,121.474703,economy
2024-01-01 00:00:08.300,EV-0001,56.94,19.51,0.0,0.0,99.88,398.37,21.95,25.1,46.26,4816.0,61.08,28.67,1.43,3,31.231117,121.474695,economy
2024-01-01 00:00:08.400,EV-0001,56.99,16.85,0.0,0.0,99.82,400.07,51.85,25.59,47.95,4809.0,57.26,27.02,2.28,3,31.231205,121.474711,economy
2024-01-01 00:00:08.500,EV-0001,57.02,17.32,0.0,0.0,99.68,399.79,74.55,24.38,48.76,4805.0,18.77,27.44,0.9,3,31.231151,121.474726,economy
2024-01-01 00:00:08.600,EV-0001,57.07,12.59,0.0,0.0,99.25,397.75,67.01,25.62,47.59,4627.0,31.03,27.3,2.8,3,31.231254,121.474747,economy
2024-01-01 00:00:08.700,EV-0001,57.09,16.31,0.0,0.0,99.37,398.46,68.5,25.08,50.09,4685.0,34.55,27.91,1.48,3,31.231499,121.474607,economy
2024-01-01 00:00:08.800,EV-0001,57.12,21.62,0.0,0.0,99.41,398.55,5.24,25.92,48.17,4680.0,88.66,27.18,1.94,3,31.231277,121.474876,economy
2024-01-01 00:00:08.900,EV-0001,57.14,14.42,0.0,0.0,99.54,399.42,69.67,24.17,47.96,4534.0,63.38,28.27,1.39,3,31.231178,121.474836,economy
2024-01-01 00:00:09.000,EV-0001,57.16,17.73,0.0,0.0,100.0,401.48,71.19,24.36,49.02,4781.0,47.09,27.76,2.03,3,31.231472,121.474743,economy
2024-01-01 00:00:09.100,EV-0001,57.21,15.59,0.0,0.0,100.0,402.4,63.11,24.55,46.64,4724.0,68.01,27.34,0.84,3,31.231398,121.474892,economy
2024-01-01 00:00:09.200,EV-0001,57.22,14.24,0.0,0.0,99.3,402.31,74.2,24.49,51.13,4772.0,86.07,28.12,1.88,3,31.231379,121.474768,economy
2024-01-01 00:00:09.300,EV-0001,57.23,16.22,0.0,0.0,98.9,403.56,75.55,24.63,48.02,4736.0,69.09,27.09,2.5,3,31.231421,121.474799,economy
2024-01-01 00:00:09.400,EV-0001,57.28,21.64,0.0,0.0,99.47,401.06,52.38,25.38,50.36,4776.0,84.67,28.18,0.97,3,31.231398,121.474952,economy
2024-01-01 00:00:09.500,EV-0001,57.32,24.9,0.0,0.0,100.0,401.13,53.73,25.33,52.82,4867.0,87.15,27.66,1.19,3,31.231348,121.474819,economy
2024-01-01 00:00:09.600,EV-0001,57.33,18.78,0.0,0.0,98.83,397.02,55.77,25.39,47.22,4923.0,46.12,27.58,2.48,3,31.231278,121.475025,economy
2024-01-01 00:00:09.700,EV-0001,57.36,12.9,0.0,0.0,100.0,396.95,90.28,25.18,46.51,4697.0,95.89,27.88,1.76,3,31.231301,121.47507,economy
2024-01-01 00:00:09.800,EV-0001,57.44,16.13,0.0,0.0,99.93,398.33,33.48,26.12,49.78,4722.0,83.48,26.44,1.36,3,31.23146,121.474804,economy
2024-01-01 00:00:09.900,EV-0001,57.43,19.44,0.0,0.0,98.83,397.37,86.71,24.77,49.15,4812.0,100.71,28.44,1.64,3,31.231196,121.474839,economy
2024-01-01 00:00:10.000,EV-0001,57.44,16.42,0.0,0.0,99.89,400.59,44.08,26.04,49.37,4767.0,58.3,27.76,1.64,3,31.231539,121.474897,economy
2024-01-01 00:00:10.100,EV-0001,57.54,20.7,0.0,0.0,99.89,397.95,78.1,25.36,48.52,4807.0,63.27,28.04,1.09,3,31.231388,121.475003,economy
2024-01-01 00:00:10.200,EV-0001,57.56,16.42,0.0,-0.14,98.29,400.91,53.31,25.26,48.39,4867.0,67.61,27.57,1.25,3,31.231499,121.474799,economy
2024-01-01 00:00:10.300,EV-0001,57.61,13.93,0.0,0.0,98.69,401.67,32.58,24.59,49.67,4864.0,46.73,29.22,0.46,3,31.231473,121.475005,economy
2024-01-01 00:00:10.400,EV-0001,57.66,16.9,0.0,-10.72,98.03,399.89,66.78,26.97,48.99,4702.0,53.38,28.59,1.34,3,31.231446,121.474883,economy
2024-01-01 00:00:10.500,EV-0001,57.68,21.49,0.0,0.0,99.1,400.2,80.25,24.73,50.63,4858.0,92.31,27.88,2.46,3,31.231376,121.474942,economy
2024-01-01 00:00:10.600,EV-0001,60.42,27.37,0.0,0.0,99.73,400.09,32.85,25.39,54.14,5172.0,133.24,28.3,1.58,3,31.231441,121.47502,economy
2024-01-01 00:00:10.700,EV-0001,60.39,20.5,0.0,0.0,99.26,398.96,37.02,25.37,48.01,5108.0,78.01,27.56,2.5,3,31.23149,121.474986,economy
2024-01-01 00:00:10.800,EV-0001,60.43,18.8,0.0,0.0,99.45,397.6,87.2,23.87,49.15,5010.0,75.85,28.83,2.13,3,31.231502,121.475015,economy
2024-01-01 00:00:10.900,EV-0001,60.41,18.81,0.0,0.0,99.62,397.8,69.67,24.87,45.22,5165.0,73.42,27.69,1.04,3,31.231589,121.475092,economy
2024-01-01 00:00:11.000,EV-0001,60.43,16.3,0.0,0.0,99.25,402.86,65.85,23.56,51.17,5160.0,63.14,27.97,0.86,3,31.231514,121.474902,economy
2024-01-01 00:00:11.100,EV-0001,60.46,16.79,0.0,0.0,99.72,401.6,58.19,23.09,46.3,5051.0,87.73,28.32,1.84,3,31.231577,121.475073,economy
2024-01-01 00:00:11.200,EV-0001,60.45,15.1,0.0,0.0,99.52,401.97,61.6,25.3,46.39,5031.0,56.65,27.85,2.36,3,31.231562,121.475095,economy
2024-01-01 00:00:11.300,EV-0001,60.44,20.67,0.0,0.0,99.18,400.32,54.17,23.2,52.09,5007.0,50.55,28.49,0.55,3,31.231444,121.475151,economy
2024-01-01 00:00:11.400,EV-0001,60.5,20.2,0.0,-6.49,99.47,402.06,37.29,26.22,51.67,5068.0,93.64,29.32,1.07,3,31.231475,121.474885,economy
2024-01-01 00:00:11.500,EV-0001,60.51,22.12,0.0,0.0,100.0,402.63,55.36,25.78,50.63,4946.0,89.08,26.77,2.27,3,31.231562,121.475135,economy
2024-01-01 00:00:11.600,EV-0001,60.52,23.09,0.0,-7.42,98.77,398.16,38.03,24.9,49.08,4836.0,101.4,27.53,1.77,3,31.231493,121.475061,economy
2024-01-01 00:00:11.700,EV-0001,60.5,19.44,0.0,0.0,100.0,399.68,41.94,24.11,45.79,5068.0,79.83,27.98,2.01,3,31.231678,121.475033,economy
2024-01-01 00:00:11.800,EV-0001,60.46,20.49,0.0,0.0,99.33,396.5,88.38,25.21,51.24,4977.0,67.79,27.57,1.47,3,31.231359,121.475095,economy
2024-01-01 00:00:11.900,EV-0001,60.43,19.54,0.0,0.0,99.33,397.48,79.73,25.27,51.47,5112.0,85.79,28.02,0.88,3,31.231516,121.475125,economy
2024-01-01 00:00:12.000,EV-0001,60.44,26.03,0.0,-4.86,99.49,397.69,59.14,26.34,56.49,5084.0,121.03,27.62,1.26,3,31.2317,121.475073,economy
2024-01-01 00:00:12.100,EV-0001,60.49,17.25,0.0,0.0,99.34,401.29,30.78,26.24,47.35,5199.0,84.59,28.74,0.71,3,31.231499,121.475131,economy
2024-01-01 00:00:12.200,EV-0001,60.49,20.34,0.0,13.1,100.0,398.88,52.49,26.11,53.12,4922.0,48.78,28.94,0.6,3,31.231574,121.475117,economy
2024-01-01 00:00:12.300,EV-0001,60.5,17.69,0.0,4.09,99.35,398.93,21.56,24.71,50.02,5032.0,75.34,28.45,2.12,3,31.231619,121.475221,economy
2024-01-01 00:00:12.400,EV-0001,60.46,14.62,0.0,0.0,100.0,404.46,73.52,26.23,45.81,4932.0,41.01,27.57,2.66,3,31.231442,121.475263,economy
2024-01-01 00:00:12.500,EV-0001,60.44,18.72,0.0,0.0,98.12,398.49,92.55,26.09,49.09,5233.0,97.43,27.36,0.87,3,31.231914,121.47505,economy
2024-01-01 00:00:12.600,EV-0001,60.47,19.4,0.0,0.0,99.53,398.98,30.83,25.92,50.25,5026.0,54.15,28.2,2.27,3,31.231483,121.475338,economy
2024-01-01 00:00:12.700,EV-0001,60.46,16.04,0.0,0.0,98.31,405.43,76.58,24.83,51.29,5079.0,94.0,27.9,2.42,3,31.231729,121.47493,economy
2024-01-01 00:00:12.800,EV-0001,55.69,18.58,9.54,0.0,99.85,402.13,28.35,23.64,51.9,4578.0,91.57,28.25,1.11,3,31.231732,121.475308,economy
2024-01-01 00:00:12.900,EV-0001,57.76,20.75,0.0,0.0,99.66,400.73,66.55,24.15,49.53,4797.0,68.1,27.92,1.32,3,31.231701,121.475235,economy
2024-01-01 00:00:13.000,EV-0001,57.83,19.83,0.0,14.55,99.36,399.32,35.2,23.46,48.65,4743.0,63.94,28.41,1.12,3,31.231681,121.475106,economy
2024-01-01 00:00:13.100,EV-0001,57.9,18.18,0.0,0.0,99.49,398.04,86.67,22.03,52.37,4843.0,108.73,28.1,1.05,3,31.231661,121.475356,economy
2024-01-01 00:00:13.200,EV-0001,57.99,21.18,0.0,0.0,100.0,398.52,68.7,24.31,51.42,4791.0,74.24,27.58,0.73,3,31.231832,121.475221,economy
2024-01-01 00:00:13.300,EV-0001,58.06,17.02,0.0,0.0,99.42,397.99,47.37,23.71,51.22,4756.0,58.56,28.12,1.43,3,31.231749,121.475273,economy
2024-01-01 00:00:13.400,EV-0001,58.15,18.8,0.0,0.0,99.05,402.66,58.95,26.06,50.59,4970.0,76.97,27.67,2.26,3,31.231708,121.475264,economy
2024-01-01 00:00:13.500,EV-0001,58.23,18.0,0.0,0.0,99.64,396.94,50.03,24.53,52.8,4837.0,62.94,28.14,0.98,3,31.23178,121.475283,economy
2024-01-01 00:00:13.600,EV-0001,60.74,25.14,0.0,0.0,98.79,397.91,64.92,24.25,56.06,5174.0,76.77,27.52,2.52,3,31.231824,121.475244,economy
2024-01-01 00:00:13.700,EV-0001,60.72,18.12,0.0,0.0,98.82,396.36,19.82,24.89,49.61,4960.0,21.23,29.17,0.27,3,31.231848,121.475398,economy
2024-01-01 00:00:13.800,EV-0001,60.73,14.46,0.0,0.0,99.88,400.18,104.04,25.68,47.4,5120.0,50.76,28.01,1.29,3,31.231935,121.475455,economy
2024-01-01 00:00:13.900,EV-0001,60.71,18.52,0.0,0.0,99.44,395.17,38.81,24.95,53.51,4895.0,70.56,27.96,2.54,3,31.231813,121.475347,economy
2024-01-01 00:00:14.000,EV-0001,60.72,16.87,0.0,0.0,99.15,400.36,52.95,25.58,47.52,5174.0,99.09,27.54,2.57,3,31.231674,121.475354,economy
2024-01-01 00:00:14.100,EV-0001,60.68,17.04,0.0,0.0,99.38,397.51,85.92,23.45,49.65,5075.0,108.63,27.84,2.26,3,31.231774,121.475611,economy
2024-01-01 00:00:14.200,EV-0001,60.65,13.73,0.0,-2.67,99.53,400.51,28.54,25.51,48.71,5257.0,27.66,27.6,2.68,3,31.231875,121.475346,economy
2024-01-01 00:00:14.300,EV-0001,60.68,19.72,0.0,0.0,99.25,397.14,80.3,23.78,53.72,4961.0,88.33,28.1,1.57,3,31.231892,121.475395,economy
2024-01-01 00:00:14.400,EV-0001,60.72,14.19,0.0,0.0,99.53,401.19,31.36,24.98,47.84,5270.0,51.82,27.59,1.52,3,31.231706,121.475268,economy
2024-01-01 00:00:14.500,EV-0001,60.75,18.45,0.0,0.0,99.88,398.76,25.36,25.9,50.31,4942.0,88.42,27.43,1.21,3,31.231871,121.475421,economy
2024-01-01 00:00:14.600,EV-0001,60.73,23.95,0.0,0.0,98.88,401.36,49.29,26.03,49.6,5048.0,126.02,27.89,1.82,3,31.231805,121.475349,economy
2024-01-01 00:00:14.700,EV-0001,60.75,19.33,0.0,0.11,99.63,402.35,76.46,26.27,53.06,4955.0,90.92,27.0,1.75,3,31.231902,121.475533,economy
2024-01-01 00:00:14.800,EV-0001,60.7,14.74,0.0,0.0,98.73,401.8,89.11,23.4,46.89,4990.0,82.84,27.64,1.45,3,31.231926,121.475622,economy
2024-01-01 00:00:14.900,EV-0001,60.67,18.26,0.0,0.0,98.86,400.39,59.33,25.76,48.29,4906.0,94.08,27.67,1.73,3,31.231915,121.475257,economy
2024-01-01 00:00:15.000,EV-0001,60.71,19.6,0.0,0.0,99.71,401.49,70.93,25.69,49.61,5101.0,95.18,27.57,1.4,3,31.23179,121.475606,economy
2024-01-01 00:00:15.100,EV-0001,60.76,17.98,0.0,0.0,99.59,400.7,68.72,24.75,49.5,5057.0,41.56,28.29,1.61,3,31.231968,121.475694,economy
2024-01-01 00:00:15.200,EV-0001,60.79,19.48,0.0,0.0,98.99,397.5,79.12,24.62,50.05,4980.0,91.79,28.36,0.99,3,31.231982,121.475635,economy
2024-01-01 00:00:15.300,EV-0001,60.88,16.89,0.0,0.0,99.32,397.66,40.16,23.55,52.88,5185.0,54.97,27.55,2.11,3,31.231759,121.475493,economy
